scheme_code,scheme_name,category,scheme_type,fund_house
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme - ELSS,Open Ended Schemes,Axis Mutual Fund
120505,Axis Midcap Fund - Direct Plan - Growth,Equity Scheme - Mid Cap Fund,Open Ended Schemes,Axis Mutual Fund
120507,Invesco India Money Market Fund - Direct Plan - Growth,Debt Scheme - Money Market Fund,Open Ended Schemes,Invesco Mutual Fund
120510,Axis Short Duration Fund - Direct Plan - Growth Option,Debt Scheme - Short Duration Fund,Open Ended Schemes,Axis Mutual Fund
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option,Debt Scheme - Low Duration Fund,Open Ended Schemes,Axis Mutual Fund
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120520,Invesco India Gilt Fund - Direct  Plan - Growth,Debt Scheme - Gilt Fund,Open Ended Schemes,Invesco Mutual Fund
120524,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,Axis Mutual Fund
120525,Religare Invesco GILT Fund - Short Duration Plan - Direct Plan - Growth,Income,Open Ended Schemes,Invesco Mutual Fund
120529,Aditya Birla Sun Life Buy India Fund - Growth - Direct Plan,Income,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120531,Invesco India Gold ETF Fund of Fund - Direct Plan - Growth,Other Scheme - FoF Domestic,Open Ended Schemes,Invesco Mutual Fund
120533,Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Direct Plan,Income,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120537,Invesco India Liquid Fund - Direct Plan - Growth,Debt Scheme - Liquid Fund,Open Ended Schemes,Invesco Mutual Fund
120539,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120541,Invesco India Ultra Short Duration Fund - Direct Plan - Growth,Debt Scheme - Ultra Short Duration Fund,Open Ended Schemes,Invesco Mutual Fund
120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,Other Scheme - FoF Domestic,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120548,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment - Direct Plan,Income,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120552,Religare Invesco Monthly Income Plan - Direct Plan - Growth Option,Income,Open Ended Schemes,Invesco Mutual Fund
120554,Invesco India Regular Savings Fund - Direct Plan  - Growth,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,Invesco Mutual Fund
120557,Religare Invesco Overnight Fund - Direct Plan - Growth,Income,Open Ended Schemes,Invesco Mutual Fund
120560,Invesco India Short Duration Fund - Direct Plan - Growth,Debt Scheme - Short Duration Fund,Open Ended Schemes,Invesco Mutual Fund
120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120570,Invesco India Low Duration Fund - Direct Plan - Growth,Debt Scheme - Low Duration Fund,Open Ended Schemes,Invesco Mutual Fund
120572,Aditya Birla Sun Life Monthly Income - Growth - Direct Plan,Income,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
120575,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,SBI Mutual Fund
120578,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,SBI Mutual Fund
120582,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,Equity Scheme - Large Cap Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ICICI Prudential Mutual Fund
120590,ICICI Prudential Gilt Fund - Direct Plan - Growth,Debt Scheme - Gilt Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,Equity Scheme - Small Cap Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme - ELSS,Open Ended Schemes,ICICI Prudential Mutual Fund
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ICICI Prudential Mutual Fund
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,Debt Scheme - Dynamic Bond,Open Ended Schemes,ICICI Prudential Mutual Fund
120605,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option,Gilt,Open Ended Schemes,ICICI Prudential Mutual Fund
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,Direct,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,ICICI Prudential Mutual Fund
120611,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option,Gilt,Open Ended Schemes,ICICI Prudential Mutual Fund
120616,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120619,ICICI Prudential Bond Fund - Direct Plan - Growth,Debt Scheme - Medium to Long Duration Fund,Open Ended Schemes,ICICI Prudential Mutual Fund
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ICICI Prudential Mutual Fund
120623,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120625,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120627,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120629,ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120631,ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120638,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120639,ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120642,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120643,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120646,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120649,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120652,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
120655,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Growth,Income,Open Ended Schemes,ICICI Prudential Mutual Fund
